accession,description,length,masked Ns,masked Ns %,vsl-25 Ns,vsl-25 Ns %,masked vsl-25 Ns,masked vsl-25 Ns %,c1-25 Ns,c1-25 Ns %,masked c1-25 Ns,masked c1-25 Ns %,c2-25 Ns,c2-25 Ns %,masked c2-25 Ns,masked c2-25 Ns %,c3-25 Ns,c3-25 Ns %,masked c3-25 Ns,masked c3-25 Ns %,c4-25 Ns,c4-25 Ns %,masked c4-25 Ns,masked c4-25 Ns %,c5-25 Ns,c5-25 Ns %,masked c5-25 Ns,masked c5-25 Ns %,c6-25 Ns,c6-25 Ns %,masked c6-25 Ns,masked c6-25 Ns %,c7-25 Ns,c7-25 Ns %,masked c7-25 Ns,masked c7-25 Ns %,c8-25 Ns,c8-25 Ns %,masked c8-25 Ns,masked c8-25 Ns %,c9-25 Ns,c9-25 Ns %,masked c9-25 Ns,masked c9-25 Ns %,c10-25 Ns,c10-25 Ns %,masked c10-25 Ns,masked c10-25 Ns %,c11-25 Ns,c11-25 Ns %,masked c11-25 Ns,masked c11-25 Ns %,c12-25 Ns,c12-25 Ns %,masked c12-25 Ns,masked c12-25 Ns %
NC_048632.1,Salmonella phage 35  complete genome,55391,97,.17,0,0,97,.17,123,.22,220,.39,123,.22,220,.39,123,.22,220,.39,0,0,97,.17,0,0,97,.17,0,0,97,.17,49,.08,146,.26,123,.22,220,.39,0,0,97,.17,0,0,97,.17,0,0,97,.17,172,.31,269,.48
NC_048648.1,Salmonella phage ST-101  complete genome,59132,103,.17,0,0,103,.17,98,.16,152,.25,98,.16,152,.25,98,.16,152,.25,0,0,103,.17,0,0,103,.17,0,0,103,.17,0,0,103,.17,98,.16,152,.25,0,0,103,.17,0,0,103,.17,0,0,103,.17,417,.70,471,.79
NC_048649.1,Salmonella phage UPF BP2  complete genome,54894,382,.69,0,0,382,.69,245,.44,627,1.14,147,.26,529,.96,98,.17,480,.87,0,0,382,.69,0,0,382,.69,0,0,382,.69,0,0,382,.69,294,.53,676,1.23,0,0,382,.69,0,0,382,.69,0,0,382,.69,294,.53,720,1.31
NC_048655.1,Salmonella phage BSPM4  complete genome,59097,135,.22,0,0,135,.22,49,.08,184,.31,49,.08,184,.31,49,.08,184,.31,0,0,135,.22,0,0,135,.22,0,0,135,.22,0,0,135,.22,49,.08,184,.31,0,0,135,.22,0,0,135,.22,0,0,135,.22,393,.66,528,.89
NC_048683.1,Salmonella phage KFS-SE1  complete genome,59715,82,.13,0,0,82,.13,49,.08,131,.21,49,.08,131,.21,49,.08,131,.21,0,0,82,.13,0,0,82,.13,0,0,82,.13,0,0,82,.13,49,.08,131,.21,0,0,82,.13,0,0,82,.13,0,0,82,.13,147,.24,229,.38
NC_048727.1,Salmonella phage Siskin  complete genome,58476,130,.22,0,0,130,.22,123,.21,253,.43,49,.08,179,.30,49,.08,179,.30,0,0,130,.22,0,0,130,.22,0,0,130,.22,0,0,130,.22,123,.21,253,.43,0,0,130,.22,0,0,130,.22,0,0,130,.22,123,.21,253,.43
NC_048760.1,Salmonella phage Sepoy  complete genome,114080,416,.36,49,.04,465,.40,1299,1.13,1617,1.41,686,.60,1102,.96,588,.51,1004,.88,49,.04,465,.40,49,.04,465,.40,0,0,416,.36,0,0,416,.36,1348,1.18,1666,1.46,0,0,416,.36,49,.04,465,.40,49,.04,465,.40,1299,1.13,1715,1.50
NC_048763.1,Salmonella phage SE13  complete genome,52438,178,.33,74,.14,178,.33,344,.65,448,.85,196,.37,325,.61,98,.18,276,.52,0,0,178,.33,74,.14,178,.33,0,0,178,.33,0,0,178,.33,344,.65,448,.85,0,0,178,.33,74,.14,178,.33,74,.14,178,.33,491,.93,669,1.27
NC_048764.1,Salmonella phage SE4  complete genome,53494,131,.24,74,.13,131,.24,344,.64,401,.74,221,.41,352,.65,221,.41,352,.65,0,0,131,.24,74,.13,131,.24,0,0,131,.24,0,0,131,.24,344,.64,401,.74,0,0,131,.24,74,.13,131,.24,74,.13,131,.24,270,.50,401,.74
NC_048781.1,Salmonella phage vB SenS SB13  complete genome,112513,354,.31,98,.08,452,.40,1498,1.33,1728,1.53,638,.56,918,.81,368,.32,648,.57,49,.04,403,.35,49,.04,403,.35,0,0,354,.31,0,0,354,.31,1473,1.30,1679,1.49,0,0,354,.31,98,.08,452,.40,98,.08,452,.40,1446,1.28,1800,1.59
NC_048785.1,Salmonella phage SE24  complete genome,114855,401,.34,49,.04,450,.39,1888,1.64,2240,1.95,736,.64,1088,.94,564,.49,965,.84,49,.04,450,.39,98,.08,499,.43,49,.04,450,.39,98,.08,499,.43,1987,1.73,2339,2.03,0,0,401,.34,147,.12,499,.43,98,.08,450,.39,981,.85,1382,1.20
NC_048786.1,Salmonella phage SE11  complete genome,107763,221,.20,147,.13,319,.29,2110,1.95,2257,2.09,1005,.93,1177,1.09,686,.63,858,.79,49,.04,270,.25,147,.13,319,.29,0,0,221,.20,0,0,221,.20,2282,2.11,2429,2.25,0,0,221,.20,147,.13,319,.29,147,.13,319,.29,1104,1.02,1325,1.22
NC_048794.1,Salmonella virus VSe12  complete genome,109654,460,.41,98,.08,558,.50,2628,2.39,2965,2.70,907,.82,1293,1.17,588,.53,1048,.95,0,0,460,.41,147,.13,607,.55,0,0,460,.41,0,0,460,.41,2677,2.44,3014,2.74,0,0,460,.41,98,.08,558,.50,98,.08,558,.50,833,.75,1293,1.17
NC_048795.1,Salmonella phage Th1  complete genome,110466,214,.19,98,.08,312,.28,1743,1.57,1883,1.70,613,.55,827,.74,564,.51,778,.70,98,.08,312,.28,147,.13,361,.32,49,.04,263,.23,49,.04,263,.23,1669,1.51,1809,1.63,0,0,214,.19,147,.13,361,.32,98,.08,312,.28,1226,1.10,1440,1.30
NC_048809.1,Salmonella phage 2-3  complete genome,114986,461,.40,49,.04,510,.44,1619,1.40,2080,1.80,589,.51,1050,.91,589,.51,1050,.91,49,.04,510,.44,98,.08,559,.48,0,0,461,.40,0,0,461,.40,1717,1.49,2178,1.89,0,0,461,.40,98,.08,559,.48,49,.04,510,.44,1127,.98,1588,1.38
NC_048811.1,Salmonella phage 1-29  complete genome,111636,383,.34,74,.06,383,.34,1572,1.40,1856,1.66,663,.59,972,.87,663,.59,972,.87,49,.04,383,.34,74,.06,383,.34,0,0,383,.34,98,.08,432,.38,1572,1.40,1856,1.66,0,0,383,.34,74,.06,383,.34,74,.06,383,.34,1225,1.09,1559,1.39
NC_048819.1,Salmonella phage 1-19  complete genome,110775,451,.40,247,.22,525,.47,1720,1.55,1948,1.75,737,.66,1015,.91,639,.57,917,.82,197,.17,525,.47,222,.20,525,.47,49,.04,500,.45,49,.04,500,.45,1719,1.55,1972,1.78,0,0,451,.40,247,.22,525,.47,247,.22,525,.47,833,.75,1284,1.15
NC_048852.1,Salmonella phage L6jm  complete genome,118452,582,.49,196,.16,729,.61,1964,1.65,2374,2.00,662,.55,1244,1.05,564,.47,1146,.96,49,.04,631,.53,147,.12,729,.61,0,0,582,.49,0,0,582,.49,2037,1.71,2447,2.06,0,0,582,.49,245,.20,729,.61,245,.20,729,.61,1178,.99,1735,1.46
NC_048862.1,Salmonella phage astrithr  complete genome,11569,0,0,0,0,0,0,294,2.54,0,0,0,0,0,0,49,.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,.42,0,0
NC_048863.1,Salmonella phage yarpen  complete genome,52464,156,.29,49,.09,156,.29,491,.93,548,1.04,196,.37,303,.57,196,.37,352,.67,0,0,156,.29,49,.09,156,.29,0,0,156,.29,0,0,156,.29,417,.79,499,.95,0,0,156,.29,49,.09,156,.29,49,.09,156,.29,49,.09,156,.29
NC_048864.1,Salmonella phage birk  complete genome,52767,82,.15,74,.14,82,.15,663,1.25,622,1.17,392,.74,376,.71,294,.55,327,.61,49,.09,82,.15,74,.14,82,.15,0,0,82,.15,0,0,82,.15,712,1.34,671,1.27,0,0,82,.15,74,.14,82,.15,74,.14,82,.15,294,.55,327,.61
NC_048865.1,Salmonella phage oldekolle  complete genome,109372,184,.16,147,.13,331,.30,2160,1.97,2344,2.14,760,.69,944,.86,564,.51,748,.68,49,.04,233,.21,147,.13,331,.30,0,0,184,.16,0,0,184,.16,2307,2.10,2491,2.27,0,0,184,.16,147,.13,331,.30,147,.13,331,.30,1127,1.03,1311,1.19
NC_048866.1,Salmonella phage bombadil  complete genome,109539,211,.19,0,0,211,.19,1767,1.61,1929,1.76,441,.40,652,.59,441,.40,652,.59,0,0,211,.19,49,.04,260,.23,0,0,211,.19,0,0,211,.19,1743,1.59,1880,1.71,0,0,211,.19,49,.04,260,.23,0,0,211,.19,1103,1.00,1314,1.19
NC_048867.1,Salmonella phage faergetype  complete genome,110183,530,.48,172,.15,579,.52,1792,1.62,2075,1.88,737,.66,1119,1.01,516,.46,898,.81,147,.13,579,.52,172,.15,579,.52,49,.04,579,.52,49,.04,579,.52,1816,1.64,2124,1.92,0,0,530,.48,172,.15,579,.52,172,.15,579,.52,1544,1.40,2025,1.83
NC_048868.1,Salmonella phage rokbiter  complete genome,112006,526,.46,98,.08,575,.51,1718,1.53,2170,1.93,760,.67,1163,1.03,588,.52,1016,.90,49,.04,575,.51,98,.08,575,.51,0,0,526,.46,0,0,526,.46,1718,1.53,2170,1.93,0,0,526,.46,98,.08,575,.51,98,.08,575,.51,1054,.94,1531,1.36
NC_048869.1,Salmonella phage fuchur  complete genome,112117,352,.31,147,.13,450,.40,1522,1.35,1824,1.62,589,.52,891,.79,540,.48,842,.75,98,.08,401,.35,147,.13,450,.40,0,0,352,.31,0,0,352,.31,1595,1.42,1897,1.69,0,0,352,.31,147,.13,450,.40,98,.08,401,.35,760,.67,1112,.99
NC_048870.1,Salmonella phage bastian  complete genome,112477,498,.44,98,.08,596,.52,1471,1.30,1920,1.70,539,.47,1037,.92,539,.47,1037,.92,49,.04,547,.48,98,.08,596,.52,0,0,498,.44,0,0,498,.44,1422,1.26,1871,1.66,0,0,498,.44,98,.08,596,.52,49,.04,547,.48,1226,1.09,1724,1.53
NC_048871.1,Salmonella phage oselot  complete genome,113503,296,.26,49,.04,345,.30,2013,1.77,2309,2.03,786,.69,1082,.95,565,.49,861,.75,49,.04,345,.30,98,.08,394,.34,0,0,296,.26,0,0,296,.26,1964,1.73,2260,1.99,0,0,296,.26,98,.08,394,.34,49,.04,345,.30,859,.75,1155,1.01
NC_048872.1,Salmonella phage atrejo  complete genome,114059,491,.43,0,0,491,.43,1202,1.05,1693,1.48,490,.42,981,.86,294,.25,785,.68,0,0,491,.43,49,.04,540,.47,0,0,491,.43,0,0,491,.43,1153,1.01,1644,1.44,0,0,491,.43,49,.04,540,.47,0,0,491,.43,1152,1.01,1643,1.44
NC_049378.1,Salmonella phage ST-W77  complete genome,157458,281,.17,0,0,281,.17,1203,.76,1484,.94,540,.34,821,.52,466,.29,747,.47,0,0,281,.17,0,0,281,.17,0,0,281,.17,0,0,281,.17,1203,.76,1484,.94,0,0,281,.17,0,0,281,.17,0,0,281,.17,1079,.68,1360,.86
NC_049382.1,Salmonella phage BSP101  complete genome,157665,483,.30,0,0,483,.30,1375,.87,1756,1.11,491,.31,925,.58,393,.24,876,.55,0,0,483,.30,0,0,483,.30,0,0,483,.30,0,0,483,.30,1424,.90,1805,1.14,0,0,483,.30,0,0,483,.30,0,0,483,.30,980,.62,1463,.92
NC_049428.1,Salmonella phage Mutine  complete genome,161502,158,.09,0,0,158,.09,1423,.88,1581,.97,686,.42,844,.52,686,.42,844,.52,0,0,158,.09,0,0,158,.09,0,0,158,.09,49,.03,207,.12,1448,.89,1606,.99,0,0,158,.09,0,0,158,.09,0,0,158,.09,1177,.72,1335,.82
NC_049437.1,Salmonella phage S118  complete genome,157013,456,.29,0,0,456,.29,1816,1.15,2216,1.41,833,.53,1240,.78,637,.40,1093,.69,0,0,456,.29,0,0,456,.29,0,0,456,.29,49,.03,505,.32,1865,1.18,2265,1.44,0,0,456,.29,0,0,456,.29,0,0,456,.29,1177,.74,1559,.99
NC_049439.1,Salmonella phage SenASZ3  complete genome,157630,635,.40,0,0,635,.40,1252,.79,1837,1.16,662,.41,1248,.79,515,.32,1150,.72,0,0,635,.40,0,0,635,.40,0,0,635,.40,49,.03,684,.43,1326,.84,1911,1.21,0,0,635,.40,0,0,635,.40,0,0,635,.40,1078,.68,1664,1.05
NC_049440.1,Salmonella phage SenALZ1  complete genome,154811,391,.25,0,0,391,.25,1474,.95,1813,1.17,539,.34,881,.56,441,.28,832,.53,0,0,391,.25,0,0,391,.25,0,0,391,.25,49,.03,440,.28,1523,.98,1862,1.20,0,0,391,.25,0,0,391,.25,0,0,391,.25,1251,.80,1568,1.01
NC_049443.1,UNVERIFIED: Salmonella phage SeSz-1  complete genome,155297,307,.19,49,.03,356,.22,1645,1.05,1952,1.25,613,.39,920,.59,589,.37,896,.57,49,.03,356,.22,49,.03,356,.22,0,0,307,.19,98,.06,405,.26,1645,1.05,1952,1.25,0,0,307,.19,49,.03,356,.22,49,.03,356,.22,1152,.74,1459,.93
NC_049458.1,Salmonella phage SS9  complete genome,156329,306,.19,0,0,306,.19,1449,.92,1706,1.09,662,.42,919,.58,711,.45,968,.61,0,0,306,.19,0,0,306,.19,0,0,306,.19,49,.03,355,.22,1449,.92,1706,1.09,0,0,306,.19,0,0,306,.19,0,0,306,.19,1349,.86,1655,1.05
NC_049459.1,Salmonella phage SW9  complete genome,31123,0,0,0,0,0,0,320,1.02,0,0,197,.63,0,0,246,.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,.71,0,0
NC_049460.1,Salmonella phage SI7  complete genome,30164,0,0,0,0,0,0,49,.16,0,0,49,.16,0,0,49,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,.57,0,0
NC_049495.1,Salmonella phage Se-B  complete genome,158087,217,.13,0,0,217,.13,1401,.88,1618,1.02,613,.38,830,.52,639,.40,856,.54,0,0,217,.13,0,0,217,.13,0,0,217,.13,0,0,217,.13,1426,.90,1643,1.03,0,0,217,.13,0,0,217,.13,0,0,217,.13,1055,.66,1272,.80
NC_049496.1,Salmonella phage Se-G  complete genome,158892,593,.37,0,0,593,.37,1620,1.01,2163,1.36,589,.37,1133,.71,490,.30,1034,.65,0,0,593,.37,0,0,593,.37,0,0,593,.37,49,.03,642,.40,1620,1.01,2163,1.36,0,0,593,.37,0,0,593,.37,0,0,593,.37,957,.60,1476,.92
NC_049497.1,Salmonella phage Se-J  complete genome,160400,334,.20,0,0,334,.20,1423,.88,1757,1.09,760,.47,1094,.68,637,.39,971,.60,0,0,334,.20,0,0,334,.20,0,0,334,.20,98,.06,432,.26,1521,.94,1855,1.15,0,0,334,.20,0,0,334,.20,0,0,334,.20,1643,1.02,1977,1.23
NC_049499.1,Salmonella phage rabagast  complete genome,143249,232,.16,0,0,232,.16,1375,.95,1602,1.11,687,.47,919,.64,490,.34,722,.50,0,0,232,.16,0,0,232,.16,0,0,232,.16,0,0,232,.16,1424,.99,1651,1.15,0,0,232,.16,0,0,232,.16,0,0,232,.16,859,.59,1091,.76
NC_049500.1,Salmonella phage heyday  complete genome,144232,323,.22,0,0,323,.22,1204,.83,1423,.98,540,.37,764,.52,343,.23,666,.46,0,0,323,.22,0,0,323,.22,0,0,323,.22,0,0,323,.22,1204,.83,1423,.98,0,0,323,.22,0,0,323,.22,0,0,323,.22,1226,.85,1475,1.02
NC_049501.1,Salmonella phage allotria  complete genome,151015,493,.32,0,0,493,.32,1056,.69,1549,1.02,490,.32,983,.65,490,.32,983,.65,0,0,493,.32,0,0,493,.32,0,0,493,.32,0,0,493,.32,1105,.73,1598,1.05,0,0,493,.32,0,0,493,.32,0,0,493,.32,1055,.69,1548,1.02
NC_049502.1,Salmonella phage bering  complete genome,156130,379,.24,49,.03,379,.24,1669,1.06,1998,1.27,711,.45,1041,.66,564,.36,894,.57,49,.03,379,.24,49,.03,379,.24,0,0,379,.24,0,0,379,.24,1718,1.10,2047,1.31,0,0,379,.24,49,.03,379,.24,49,.03,379,.24,1201,.76,1531,.98
NC_049503.1,Salmonella phage aagejoakim  complete genome,156801,161,.10,0,0,161,.10,1399,.89,1560,.99,540,.34,701,.44,539,.34,700,.44,0,0,161,.10,0,0,161,.10,0,0,161,.10,0,0,161,.10,1448,.92,1609,1.02,0,0,161,.10,0,0,161,.10,0,0,161,.10,1178,.75,1339,.85
NC_049504.1,Salmonella phage dinky  complete genome,157254,572,.36,0,0,572,.36,1179,.74,1652,1.05,466,.29,989,.62,368,.23,940,.59,0,0,572,.36,0,0,572,.36,0,0,572,.36,0,0,572,.36,1228,.78,1701,1.08,0,0,572,.36,0,0,572,.36,0,0,572,.36,1006,.63,1578,1.00
NC_049505.1,Salmonella phage barely  complete genome,157920,296,.18,0,0,296,.18,1326,.83,1622,1.02,564,.35,860,.54,343,.21,639,.40,0,0,296,.18,0,0,296,.18,0,0,296,.18,0,0,296,.18,1375,.87,1671,1.05,0,0,296,.18,0,0,296,.18,0,0,296,.18,1325,.83,1621,1.02
NC_049506.1,Salmonella phage moki  complete genome,158230,538,.34,0,0,538,.34,1448,.91,1986,1.25,613,.38,1151,.72,662,.41,1200,.75,0,0,538,.34,0,0,538,.34,0,0,538,.34,49,.03,587,.37,1546,.97,2084,1.31,0,0,538,.34,0,0,538,.34,0,0,538,.34,1251,.79,1789,1.13
NC_049507.1,Salmonella phage pertopsoe  complete genome,158905,468,.29,49,.03,517,.32,1277,.80,1745,1.09,491,.30,959,.60,368,.23,836,.52,0,0,468,.29,49,.03,517,.32,0,0,468,.29,49,.03,517,.32,1277,.80,1745,1.09,0,0,468,.29,49,.03,517,.32,49,.03,517,.32,834,.52,1302,.81
NC_049508.1,Salmonella phage maane  complete genome,159128,352,.22,0,0,352,.22,1448,.90,1800,1.13,784,.49,1136,.71,539,.33,891,.55,0,0,352,.22,0,0,352,.22,0,0,352,.22,0,0,352,.22,1497,.94,1849,1.16,0,0,352,.22,0,0,352,.22,0,0,352,.22,1277,.80,1629,1.02
NC_049509.1,Salmonella phage P46FS4  complete genome,158706,163,.10,0,0,163,.10,834,.52,997,.62,466,.29,629,.39,564,.35,727,.45,0,0,163,.10,0,0,163,.10,0,0,163,.10,49,.03,212,.13,834,.52,997,.62,0,0,163,.10,0,0,163,.10,0,0,163,.10,1005,.63,1168,.73
NC_049512.1,Salmonella phage SE14  complete genome,152926,514,.33,0,0,514,.33,1251,.81,1765,1.15,490,.32,1004,.65,490,.32,1004,.65,0,0,514,.33,0,0,514,.33,0,0,514,.33,0,0,514,.33,1251,.81,1765,1.15,0,0,514,.33,0,0,514,.33,0,0,514,.33,1176,.76,1690,1.10
NC_049821.1,Salmonella phage slyngel  complete genome,51048,181,.35,74,.14,255,.49,589,1.15,721,1.41,147,.28,279,.54,147,.28,279,.54,0,0,181,.35,74,.14,255,.49,0,0,181,.35,0,0,181,.35,663,1.29,770,1.50,0,0,181,.35,74,.14,255,.49,74,.14,255,.49,564,1.10,745,1.45
NC_049850.1,Burkholderia phage BcepSaruman  complete genome,263735,1298,.49,49,.01,1298,.49,541,.20,1617,.61,615,.23,1617,.61,566,.21,1568,.59,197,.07,1347,.51,99,.03,1298,.49,49,.01,1298,.49,98,.03,1298,.49,590,.22,1617,.61,0,0,1298,.49,99,.03,1298,.49,49,.01,1298,.49,1570,.59,2622,.99
NC_049851.1,Burkholderia phage BcepSauron  complete genome,262653,1381,.52,172,.06,1381,.52,912,.34,1750,.66,814,.30,1676,.63,839,.31,1701,.64,173,.06,1381,.52,197,.07,1381,.52,123,.04,1381,.52,172,.06,1430,.54,961,.36,1799,.68,49,.01,1381,.52,197,.07,1381,.52,123,.04,1381,.52,1990,.75,2903,1.10
NC_052990.1,Salmonella phage Season12  complete genome,59047,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,0,0,128,.21,172,.29,300,.50
NC_052993.1,Salmonella phage ER19  complete genome,58344,152,.26,0,0,152,.26,98,.16,201,.34,98,.16,201,.34,98,.16,201,.34,0,0,152,.26,0,0,152,.26,0,0,152,.26,0,0,152,.26,98,.16,201,.34,0,0,152,.26,0,0,152,.26,0,0,152,.26,98,.16,250,.42
NC_052994.1,Salmonella phage BPS1  complete genome,58852,93,.15,0,0,93,.15,172,.29,265,.45,123,.20,216,.36,123,.20,216,.36,0,0,93,.15,0,0,93,.15,0,0,93,.15,0,0,93,.15,172,.29,265,.45,0,0,93,.15,0,0,93,.15,0,0,93,.15,49,.08,142,.24
NC_052995.1,Salmonella phage BPS2  complete genome,58526,93,.15,0,0,93,.15,172,.29,265,.45,123,.21,216,.36,123,.21,216,.36,0,0,93,.15,0,0,93,.15,0,0,93,.15,49,.08,142,.24,172,.29,265,.45,0,0,93,.15,0,0,93,.15,0,0,93,.15,245,.41,338,.57
NC_052996.1,Salmonella phage BPS4  complete genome,58529,93,.15,0,0,93,.15,172,.29,265,.45,98,.16,191,.32,98,.16,191,.32,0,0,93,.15,0,0,93,.15,0,0,93,.15,0,0,93,.15,172,.29,265,.45,0,0,93,.15,0,0,93,.15,0,0,93,.15,368,.62,461,.78
NC_052997.1,Salmonella phage ST-118  complete genome,59106,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,0,0,85,.14,245,.41,330,.55
NC_052998.1,Salmonella phage ST-374  complete genome,59934,50,.08,0,0,50,.08,98,.16,99,.16,98,.16,99,.16,98,.16,99,.16,0,0,50,.08,0,0,50,.08,0,0,50,.08,0,0,50,.08,98,.16,99,.16,0,0,50,.08,0,0,50,.08,0,0,50,.08,343,.57,393,.65
NC_052999.1,Salmonella phage ER24  complete genome,60438,47,.07,0,0,47,.07,221,.36,268,.44,147,.24,194,.32,147,.24,194,.32,0,0,47,.07,0,0,47,.07,0,0,47,.07,0,0,47,.07,221,.36,268,.44,0,0,47,.07,0,0,47,.07,0,0,47,.07,196,.32,243,.40
NC_053000.1,UNVERIFIED: Salmonella phage SeWh-1  complete genome,59878,95,.15,0,0,95,.15,123,.20,218,.36,123,.20,218,.36,123,.20,218,.36,0,0,95,.15,0,0,95,.15,0,0,95,.15,0,0,95,.15,123,.20,218,.36,0,0,95,.15,0,0,95,.15,0,0,95,.15,344,.57,439,.73
NC_053001.1,UNVERIFIED: Salmonella phage SeZq-1  complete genome,60188,95,.15,0,0,95,.15,98,.16,193,.32,98,.16,193,.32,98,.16,193,.32,0,0,95,.15,0,0,95,.15,0,0,95,.15,0,0,95,.15,98,.16,193,.32,0,0,95,.15,0,0,95,.15,0,0,95,.15,245,.40,340,.56
NC_053003.1,Salmonella phage vB SalS ABTNLsp1  complete genome,58922,103,.17,0,0,103,.17,245,.41,348,.59,147,.24,250,.42,147,.24,250,.42,0,0,103,.17,0,0,103,.17,0,0,103,.17,0,0,103,.17,196,.33,299,.50,0,0,103,.17,0,0,103,.17,0,0,103,.17,294,.49,397,.67
NC_053004.1,Salmonella phage TS13  complete genome,59168,195,.32,0,0,195,.32,98,.16,293,.49,98,.16,293,.49,98,.16,293,.49,0,0,195,.32,0,0,195,.32,0,0,195,.32,0,0,195,.32,98,.16,293,.49,0,0,195,.32,0,0,195,.32,0,0,195,.32,270,.45,465,.78
NC_053006.1,Salmonella phage ER3  complete genome,58971,199,.33,0,0,199,.33,172,.29,371,.62,74,.12,273,.46,74,.12,273,.46,0,0,199,.33,0,0,199,.33,0,0,199,.33,0,0,199,.33,197,.33,396,.67,0,0,199,.33,0,0,199,.33,0,0,199,.33,196,.33,395,.66
NC_053007.1,Salmonella phage ER6  complete genome,58872,98,.16,0,0,98,.16,49,.08,147,.24,49,.08,147,.24,49,.08,147,.24,0,0,98,.16,0,0,98,.16,0,0,98,.16,49,.08,147,.24,49,.08,147,.24,0,0,98,.16,0,0,98,.16,0,0,98,.16,343,.58,441,.74
