  ,biospecimen_repository_sample_id,BioSample,Body Site,Paired Raw R1 Read Count,hg38 unaligned Count,RMHM viral aligned Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l30 EBV Count,RMHM viral q30 l40 EBV Count,RMHM viral q30 l50 EBV Count,RMHM viral q30 l60 EBV Count,Human Virome EBV Count,RMHM viral q30 l30 CMV Count,RMHM viral q30 l40 CMV Count,RMHM viral q30 l50 CMV Count,RMHM viral q30 l60 CMV Count,Human Virome CMV Count,RMHM viral q30 l30 HSV1 Count,RMHM viral q30 l40 HSV1 Count,RMHM viral q30 l50 HSV1 Count,RMHM viral q30 l60 HSV1 Count,Human Virome HSV1 Count,RMHM viral q30 l30 HSV2 Count,RMHM viral q30 l40 HSV2 Count,RMHM viral q30 l50 HSV2 Count,RMHM viral q30 l60 HSV2 Count,Human Virome HSV2 Count
SRR1499193,GTEX-12WSD-3126-SM-5HL7P,SAMN02787854,Brain - Cortex,37991955,711467,30869,,,,,,,,,,,,,,,,,,,,,
SRR1455925,GTEX-12WSE-0011-R10b-SM-5P9JV,SAMN02790240,Brain - Frontal Cortex (BA9),59500493,1263565,63507,,,,,,,,,,,,,,,,,,,,,
SRR1343115,GTEX-12WSE-0011-R11b-SM-5P9JW,SAMN02792583,Brain - Cerebellar Hemisphere,58735658,1548371,71299,,,,,,,,,,,,,,,,,,,,,
SRR1377927,GTEX-12WSE-0011-R1b-SM-5GU4V,SAMN02787231,Brain - Hippocampus,39231978,1240211,28938,,,,,,,,,,,,,,,,,,,,,
SRR1336379,GTEX-12WSE-0011-R6b-SM-5LZV5,SAMN02787417,Brain - Nucleus accumbens (basal ganglia),38381584,798645,42177,,,,,,,,,,,,,,,,,,,,,
SRR1440246,GTEX-12WSE-0011-R7a-SM-5PNWF,SAMN02787511,Brain - Putamen (basal ganglia),32704796,2046987,21129,,,,,,,,,,,,,,,,,,,,,
SRR1375907,GTEX-12WSE-2926-SM-5RQJ9,SAMN02793294,Brain - Cerebellum,37261681,1165527,44774,,,,,,,,,,,,,,,,,,,,,
SRR1416477,GTEX-12WSF-0011-R10a-SM-5LZVH,SAMN02792393,Brain - Frontal Cortex (BA9),33554895,817045,39527,,,,,,,,,,,,,,,,,,,,,
SRR1335029,GTEX-12WSF-0011-R11a-SM-5LZVT,SAMN02790792,Brain - Cerebellar Hemisphere,39327940,1284430,54261,,,,,,,,,,,,,,,,,,,,,
SRR1488367,GTEX-12WSF-0011-R1a-SM-5DUVI,SAMN02790879,Brain - Hippocampus,36737506,772938,25699,,,,,,,,,,,,,,,,,,,,,
SRR1316254,GTEX-12WSF-0011-R2a-SM-5DUVU,SAMN02791756,Brain - Substantia nigra,44888855,835821,28541,,,,,,,,,,,,,,,,,,,,,
SRR1473733,GTEX-12WSF-0011-R3a-SM-5DUW7,SAMN02792921,Brain - Anterior cingulate cortex (BA24),37981811,794533,26228,,,,,,1,,,,,,,,,,,,,,,
SRR1415832,GTEX-12WSF-0011-R4b-SM-5HL88,SAMN02792043,Brain - Amygdala,36580437,821330,28332,,,,,,,,,,,,,,,,,,,,,
SRR1388168,GTEX-12WSF-0011-R5a-SM-5HL8K,SAMN02789281,Brain - Caudate (basal ganglia),34438449,767362,24889,,,,,,,,,,,,,,,,,,,,,
SRR1411024,GTEX-12WSF-0011-R6b-SM-5HL8W,SAMN02790918,Brain - Nucleus accumbens (basal ganglia),39000274,776225,29260,,,,,,,,,,,,,,,,,,,,,
SRR1472301,GTEX-12WSF-0011-R7b-SM-5HL99,SAMN02791334,Brain - Putamen (basal ganglia),41910796,843715,33661,,,,,,,,,,,,,,,,,,,,,
SRR1348360,GTEX-12WSH-0011-R10a-SM-5LZUS,SAMN02789047,Brain - Frontal Cortex (BA9),35864967,1035969,53206,,,,,,,,,,,,,,,,,,,,,
SRR1394677,GTEX-12WSH-0011-R11a-SM-5LZVM,SAMN02793471,Brain - Cerebellar Hemisphere,34663540,1069554,51146,,,,,,,,,,,,,,,,,,,,,
SRR1490524,GTEX-12WSH-0011-R1a-SM-5GU5V,SAMN02788706,Brain - Hippocampus,36110731,843163,23513,,,,,,,,,,,,,,,,,,,,,
SRR1410956,GTEX-12WSH-0011-R2a-SM-5GU68,SAMN02792254,Brain - Substantia nigra,34468203,828527,20910,,,,,,,,,,,,,,,,,,,,,
SRR1315371,GTEX-12WSH-0011-R4a-SM-5GU6K,SAMN02793792,Brain - Amygdala,35781706,2596587,27151,,,,,,,,,,,,,,,,,,,,,
SRR1331511,GTEX-12WSH-0011-R5b-SM-5P9F3,SAMN02787276,Brain - Caudate (basal ganglia),62495906,1283573,69077,,,,,,,,,,,,,,,,,,,,,
SRR1313361,GTEX-12WSH-0011-R6b-SM-5P9F4,SAMN02788794,Brain - Nucleus accumbens (basal ganglia),65502274,1448129,79635,,,,,,,,,,,,,,,,,,,,,
SRR1402840,GTEX-12WSH-0011-R9b-SM-5LZUG,SAMN02791230,Brain - Spinal cord (cervical c-1),37277380,971607,49415,,,,,,,,,,,,,,,,,,,,,
SRR1453702,GTEX-12WSH-3026-SM-5CVNI,SAMN02789866,Brain - Cortex,46170517,1291936,68173,,,,,,,,,,,,,,,,,,,,,
SRR1337119,GTEX-12WSH-3126-SM-5LZW8,SAMN02788367,Brain - Cerebellum,32828039,950673,44405,,,,,,,,,,,,,,,,,,,,,
SRR1407560,GTEX-12WSI-0011-R11b-SM-5P9EZ,SAMN02792011,Brain - Cerebellar Hemisphere,66284467,2079487,100637,,,,,,,,,,,,,,,,,,,,,
SRR1468381,GTEX-12WSI-0011-R7b-SM-5GU78,SAMN02791617,Brain - Putamen (basal ganglia),34263566,1024157,23381,,,,,,,,,,,,,,,,,,,,,
SRR1464373,GTEX-12WSM-0011-R10a-SM-5DUWV,SAMN02793470,Brain - Frontal Cortex (BA9),44145087,808082,31087,,,,,,,,,,,,,,,,,,,,,
SRR1405224,GTEX-12WSM-0011-R11a-SM-5DUX8,SAMN02790459,Brain - Cerebellar Hemisphere,36561006,966086,32221,,,,,,,,,,,,,,,,,,,,,
SRR1442195,GTEX-12WSM-0011-R1a-SM-5LZW6,SAMN02790916,Brain - Hippocampus,31798708,739457,42870,,,,,,,,,,,,,,,,,,,,,
SRR1343841,GTEX-12WSM-0011-R3b-SM-5LZWI,SAMN02793524,Brain - Anterior cingulate cortex (BA24),37463425,793782,41247,,,,,,,,,,,,,,,,,,,,,
SRR1312103,GTEX-12WSM-0011-R5a-SM-5EQ4Y,SAMN02791699,Brain - Caudate (basal ganglia),42305557,865061,32818,,,,,,,,,,,,,,,,,,,,,
SRR1385080,GTEX-12WSM-0011-R6b-SM-5EQ6N,SAMN02791236,Brain - Nucleus accumbens (basal ganglia),53664141,1181466,44464,,,,,,,,,,,,,,,,,,,,,
SRR1472663,GTEX-12WSM-0011-R7b-SM-5EGLD,SAMN02791372,Brain - Putamen (basal ganglia),52437949,908336,38041,,,,,,,,,,,,,,,,,,,,,
SRR1320342,GTEX-12WSM-0011-R8a-SM-5DUWJ,SAMN02790552,Brain - Hypothalamus,42062419,974572,31759,,,,,,,,,,,,,,,,,,,,,
SRR1474754,GTEX-12WSM-2126-SM-5GCOC,SAMN02792893,Brain - Cerebellum,32195960,915068,46780,,,,,,,,,,,,,,,,,,,,,
SRR1408368,GTEX-12ZZW-0011-R10b-SM-5HL9X,SAMN02790591,Brain - Frontal Cortex (BA9),42310764,728592,30485,,,,,,,,,,,,,,,,,,,,,
SRR1316624,GTEX-12ZZW-0011-R3a-SM-5DUWW,SAMN02793038,Brain - Anterior cingulate cortex (BA24),37479445,731888,26277,,,,,,,,,,,,,,,,,,,,,
SRR1446287,GTEX-12ZZW-0011-R4a-SM-5DUX9,SAMN02790898,Brain - Amygdala,30666985,656059,21017,,,,,,,2,2,2,1,1,,,,,,,,,,
SRR1360674,GTEX-12ZZW-0011-R5a-SM-5DUVN,SAMN02788418,Brain - Caudate (basal ganglia),32984939,708444,24342,,,,,,,,,,,,,,,,,,,,,
SRR1490465,GTEX-12ZZW-0011-R6a-SM-5DUVZ,SAMN02791905,Brain - Nucleus accumbens (basal ganglia),35910682,719067,26019,,,,,,,,,,,,,,,,,,,,,
SRR1332048,GTEX-12ZZW-0011-R7a-SM-5DUWC,SAMN02789215,Brain - Putamen (basal ganglia),35660820,696026,26164,,,,,,,,,,,,,,,,,,,,,
SRR1354734,GTEX-12ZZW-2926-SM-5LZUP,SAMN02789342,Brain - Cortex,42920972,859524,46081,,,,,,,,,,,,,,,,,,,,,
SRR1317344,GTEX-12ZZX-0011-R10b-SM-5DUWK,SAMN02790440,Brain - Frontal Cortex (BA9),42502607,880572,33210,,,,,,,,,,,,,,,,,,,,,
SRR1363810,GTEX-12ZZX-0011-R11a-SM-5DUVJ,SAMN02787713,Brain - Cerebellar Hemisphere,40166420,1064154,36216,,,,,,,,,,,,,,,,,,,,,
SRR1340463,GTEX-12ZZX-0011-R1a-SM-5EQ6B,SAMN02790111,Brain - Hippocampus,44663164,996900,36952,,,,,,,,,,,,,,,,,,,,,
SRR1459655,GTEX-12ZZX-0011-R2a-SM-5EGLG,SAMN02792741,Brain - Substantia nigra,38013762,670465,26148,,,,,,,,,,,,,,,,,,,,,
SRR1471350,GTEX-12ZZX-0011-R3b-SM-5EGLH,SAMN02791122,Brain - Anterior cingulate cortex (BA24),45803754,860144,34721,,,,,,,,,,,,,,,,,,,,,
SRR1329761,GTEX-12ZZX-0011-R5a-SM-5HL89,SAMN02791591,Brain - Caudate (basal ganglia),46237028,765095,35817,,,,,,,,,,,,,,,,,,,,,
SRR1357434,GTEX-12ZZX-0011-R6a-SM-5HL8L,SAMN02790708,Brain - Nucleus accumbens (basal ganglia),39055528,813910,33794,,,,,,,,,,,,,,,,,,,,,
SRR1334741,GTEX-12ZZX-0011-R7b-SM-5DUVV,SAMN02789761,Brain - Putamen (basal ganglia),39928438,744675,29071,,,,,,,,,,,,,,,,,,,,,
SRR1356036,GTEX-12ZZX-0011-R8a-SM-5DUW8,SAMN02789849,Brain - Hypothalamus,34950430,675135,26819,,,,,,,,,,,,,,,,,,,,,
SRR1322163,GTEX-12ZZX-2826-SM-5BC6K,SAMN02792718,Brain - Cerebellum,51356732,1553304,74625,,,,,,,,,,,,,,,,,,,,,
SRR1353176,GTEX-12ZZX-2926-SM-5GCOQ,SAMN02793165,Brain - Cortex,37551238,766983,47188,,,,,,,,,,,,,,,,,,,,,
SRR1368772,GTEX-12ZZY-0011-R10b-SM-5HL7W,SAMN02790394,Brain - Frontal Cortex (BA9),44201543,747829,32707,,,,,,,,,,,,,,,,,,,,,
SRR1486560,GTEX-12ZZY-0011-R5a-SM-5EGL9,SAMN02789311,Brain - Caudate (basal ganglia),46075348,957881,33439,,,,,,,,,,,,,,,,,,,,,
SRR1414833,GTEX-12ZZY-0011-R6b-SM-5EGLA,SAMN02788180,Brain - Nucleus accumbens (basal ganglia),47049324,997607,35350,,,,,,,,,,,,,,,,,,,,,
SRR1316127,GTEX-12ZZY-0011-R7a-SM-5EGLB,SAMN02791902,Brain - Putamen (basal ganglia),40214544,905151,28575,,,,,,,,,,,,,,,,,,,,,
SRR1357413,GTEX-12ZZY-2926-SM-5DUXO,SAMN02789366,Brain - Cerebellum,40153923,1227653,38842,,,,,,,,,,,,,,,,,,,,,
SRR1333930,GTEX-12ZZY-3026-SM-5GCOU,SAMN02790697,Brain - Cortex,38140657,928214,49795,,,,,,,,,,,,,,,,,,,,,
SRR1439873,GTEX-12ZZZ-0011-R10a-SM-5P9HC,SAMN02787381,Brain - Frontal Cortex (BA9),61078817,1287725,73332,,,,,,,,,,,,,,,,,,,,,
SRR1315842,GTEX-12ZZZ-0011-R11a-SM-5EGLC,SAMN02788279,Brain - Cerebellar Hemisphere,96441753,2361873,78066,,,,,,,,,,,,,,,,,,,,,
SRR1405007,GTEX-12ZZZ-0011-R3b-SM-5DUXK,SAMN02790780,Brain - Anterior cingulate cortex (BA24),42473493,855760,29358,,,,,,,,,,,,,,,,,,,,,
SRR1321674,GTEX-12ZZZ-0011-R4b-SM-5DUV7,SAMN02788678,Brain - Amygdala,37548160,774165,23741,,,,,,,,,,,,,,,,,,,,,
SRR1382570,GTEX-12ZZZ-0011-R5a-SM-5EQ4M,SAMN02789186,Brain - Caudate (basal ganglia),43662930,849996,34812,,,,,,,,,,,,,,,,,,,,,
SRR1456950,GTEX-12ZZZ-0011-R6b-SM-5EQ5B,SAMN02788337,Brain - Nucleus accumbens (basal ganglia),45468374,808555,33080,,,,,,,,,,,,,,,,,,,,,
SRR1330675,GTEX-12ZZZ-0011-R7b-SM-5EGLE,SAMN02790277,Brain - Putamen (basal ganglia),47378706,1017728,32724,,,,,,,,,,,,,,,,,,,,,
SRR1488672,GTEX-12ZZZ-3026-SM-5BC67,SAMN02789721,Brain - Cortex,37101478,871910,45564,,,,,,,,,,,,,,,,,,,,,
SRR1440119,GTEX-12ZZZ-3126-SM-5LZU6,SAMN02787575,Brain - Cerebellum,43560437,1198886,55499,,,,,,,,,,,,,,,,,,,,,
SRR1475386,GTEX-13112-0011-R1b-SM-5HL7K,SAMN02787348,Brain - Hippocampus,45106107,807551,32917,,,,,,,,,,,,,,,,,,,,,
SRR1316297,GTEX-13112-0011-R3b-SM-5HL9L,SAMN02790290,Brain - Anterior cingulate cortex (BA24),35880601,925625,27801,,,,,,,,,,,,,,,,,,,,,
SRR1487825,GTEX-13112-0011-R4b-SM-5DUXL,SAMN02793556,Brain - Amygdala,40585872,699943,27209,,,,,,,,,,,,,,,,,,,,,
SRR1330061,GTEX-13112-0011-R5b-SM-5DUV8,SAMN02788160,Brain - Caudate (basal ganglia),36257057,617677,22030,,,,,,,,,,,,,,,,,,,,,
SRR1406561,GTEX-13112-0011-R6b-SM-5DUVK,SAMN02790688,Brain - Nucleus accumbens (basal ganglia),40349815,815072,27611,,,,,,,,,,,,,,,,,,,,,
SRR1392637,GTEX-13112-0011-R7b-SM-5DUVW,SAMN02790775,Brain - Putamen (basal ganglia),45109757,844214,31837,,,,,,,,,,,,,,,,,,,,,
SRR1479510,GTEX-13112-2926-SM-5DUWT,SAMN02790607,Brain - Cerebellum,32750324,862677,28404,,,,,,,,,,,,,,,,,,,,,
SRR1354446,GTEX-1313W-0011-R10b-SM-5DUXA,SAMN02787281,Brain - Frontal Cortex (BA9),43045246,839187,32531,,,,,,,,,,,,,,,,,,,,,
SRR1340420,GTEX-1313W-0011-R11a-SM-5DUXN,SAMN02788590,Brain - Cerebellar Hemisphere,35514926,946772,31762,,,,,,,,,,,,,,,,,,,,,
SRR1348339,GTEX-1313W-0011-R1b-SM-5EQ4A,SAMN02793390,Brain - Hippocampus,48569847,912781,37272,,,,,,,,,,,,,,,,,,,,,
SRR1420493,GTEX-1313W-0011-R2a-SM-5EGLF,SAMN02790823,Brain - Substantia nigra,48067013,861211,32653,,,,,,,,,,,,,,,,,,,,,
SRR1474509,GTEX-1313W-0011-R3a-SM-5EGLI,SAMN02788362,Brain - Anterior cingulate cortex (BA24),46156870,842717,33433,,,,,,,,,,,,,,,,,,,,,
SRR1474333,GTEX-1313W-0011-R4b-SM-5KLZV,SAMN02787910,Brain - Amygdala,45295879,1080714,66955,,,,,,,,,,,,,,,,,,,,,
SRR1413625,GTEX-1313W-0011-R5b-SM-5L3EP,SAMN02788662,Brain - Caudate (basal ganglia),37256782,683143,37841,,,,,,,,,,,,,,,,,,,,,
SRR1370619,GTEX-1313W-0011-R6a-SM-5K7XO,SAMN02789777,Brain - Nucleus accumbens (basal ganglia),38528804,657065,49653,,,,,,,,,,,,,,,,,,,,,
SRR1321462,GTEX-1313W-0011-R7b-SM-5DUWL,SAMN02793011,Brain - Putamen (basal ganglia),33736915,697634,23064,,,,,,,,,,,,,,,,,,,,,
SRR1319837,GTEX-1313W-0011-R8a-SM-5DUVM,SAMN02788004,Brain - Hypothalamus,38674422,783643,29950,,,,,,,,,,,,,,,,,,,,,
SRR1360038,GTEX-1313W-3026-SM-5LZUZ,SAMN02792019,Brain - Cerebellum,36387685,985580,44337,,,,,,,,,,,,,,,,,,,,,
SRR1433971,GTEX-1313W-3126-SM-5LZUI,SAMN02788110,Brain - Cortex,36997642,788991,38106,,,,,,,,,,,,,,,,,,,,,
SRR1390601,GTEX-131XH-0011-R10a-SM-5EGLJ,SAMN02790750,Brain - Frontal Cortex (BA9),46341411,993482,37999,,,,,,,,,,,,,,,,,,,,,
SRR1477773,GTEX-131XH-0011-R11a-SM-5EGLN,SAMN02788411,Brain - Cerebellar Hemisphere,47548110,1254349,41241,,,,,,,,,,,,,,,,,,,,,
SRR1375308,GTEX-131XH-0011-R1a-SM-5DUWA,SAMN02789386,Brain - Hippocampus,39928427,900630,33576,,,,,,,,,,,,,,,,,,,,,
SRR1454950,GTEX-131XH-0011-R2b-SM-5DUVY,SAMN02793782,Brain - Substantia nigra,36629380,785804,32532,,,,,,,,,,,,,,,,,,,,,
SRR1459718,GTEX-131XH-0011-R3b-SM-5DUWM,SAMN02788526,Brain - Anterior cingulate cortex (BA24),32234326,738345,26977,,,,,,,,,,,,,,,,,,,,,
SRR1430288,GTEX-131XH-0011-R4b-SM-5DUWB,SAMN02788145,Brain - Amygdala,35716463,757797,31893,,,,,,,,,,,,,,,,,,,,,
SRR1322555,GTEX-131XH-0011-R6a-SM-5KM2G,SAMN02789452,Brain - Nucleus accumbens (basal ganglia),44454830,1176368,77778,,,,,,,,,,,,,,,,,,,,,
SRR1440517,GTEX-131XH-0011-R8a-SM-5EGLL,SAMN02791293,Brain - Hypothalamus,42704941,809060,33774,,,,,,,,,,,,,,,,,,,,,
SRR1393068,GTEX-131XH-2926-SM-5LZU4,SAMN02793037,Brain - Cerebellum,43587983,1367538,61516,,,,,,,,,,,,,,,,,,,,,
SRR1488651,GTEX-131XW-0011-R10a-SM-5DUVA,SAMN02792388,Brain - Frontal Cortex (BA9),38798342,683307,28717,,,,,,,,,,,,,,,,,,,,,
SRR1452056,GTEX-131XW-0011-R11a-SM-5DUV9,SAMN02787287,Brain - Cerebellar Hemisphere,35605281,811035,28695,,,,,,,,,,,,,,,,,,,,,
SRR1432765,GTEX-131XW-0011-R6b-SM-5K7XY,SAMN02790544,Brain - Nucleus accumbens (basal ganglia),34514821,441374,35740,,,,,,,,,,,,,,,,,,,,,
SRR1468974,GTEX-131XW-0011-R8a-SM-5DUWY,SAMN02788147,Brain - Hypothalamus,37011862,752096,25628,,,,,,,,,,,,,,,,,,,,,
SRR1429244,GTEX-131XW-0011-R9a-SM-5N9EO,SAMN02791049,Brain - Spinal cord (cervical c-1),55846243,1776912,83794,,,,,,,,,,,,,,,,,,,,,
SRR1314958,GTEX-131XW-3126-SM-5LZUC,SAMN02792443,Brain - Cortex,43579323,859194,45162,,,,,,,,,,,,,,,,,,,,,
SRR1337098,GTEX-131YS-0011-R10b-SM-5EQ5N,SAMN02788052,Brain - Frontal Cortex (BA9),41257713,826949,32685,,,,,,,,,,,,,,,,,,,,,
SRR1451897,GTEX-131YS-0011-R11b-SM-5EGLM,SAMN02788419,Brain - Cerebellar Hemisphere,42968990,1249067,38602,,,,,,,,,,,,,,,,,,,,,
SRR1319539,GTEX-131YS-0011-R1a-SM-5DUXC,SAMN02792355,Brain - Hippocampus,39365399,773399,29326,,,,,,,,,,,,,,,,,,,,,
SRR1355040,GTEX-131YS-0011-R3b-SM-5DUXB,SAMN02788589,Brain - Anterior cingulate cortex (BA24),34192886,707888,26671,,,,,,,,,,,,,,,,,,,,,
SRR1498640,GTEX-131YS-0011-R4a-SM-5DUVL,SAMN02793682,Brain - Amygdala,33180273,742995,25336,,,,,,,,,,,,,,,,,,,,,
SRR1339218,GTEX-131YS-0011-R5b-SM-5K7YB,SAMN02789702,Brain - Caudate (basal ganglia),33699716,616920,42034,,,,,,,,,,,,,,,,,,,,,
SRR1385124,GTEX-131YS-0011-R7a-SM-5IJDA,SAMN02790488,Brain - Putamen (basal ganglia),41149595,849431,37633,,,,,,,,,,,,,,,,,,,,,
SRR1321853,GTEX-131YS-0011-R9b-SM-5EQLY,SAMN02787987,Brain - Spinal cord (cervical c-1),43419396,1116778,35947,,,,,,,,,,,,,,,,,,,,,
SRR1404969,GTEX-131YS-3026-SM-5EGHY,SAMN02787556,Brain - Cerebellum,45692936,1702552,65524,,,,,,,,,,,,,,,,,,,,,
SRR1490019,GTEX-131YS-3126-SM-5KLYT,SAMN02791983,Brain - Cortex,43234832,1051259,63615,,,,,,,,,,,,,,,,,,,,,
SRR1421177,GTEX-132Q8-0011-R10b-SM-5DUWZ,SAMN02789392,Brain - Frontal Cortex (BA9),33302563,722223,26274,,,,,,,,,,,,,,,,,,,,,
SRR1388323,GTEX-132Q8-0011-R11b-SM-5DUW9,SAMN02789595,Brain - Cerebellar Hemisphere,43430917,1173584,42515,,,,,,,,,,,,,,,,,,,,,
SRR1489971,GTEX-132Q8-0011-R1a-SM-5EGLK,SAMN02787312,Brain - Hippocampus,41915754,787109,30033,,,,,,,,,,,,,,,,,,,,,
SRR1359673,GTEX-132Q8-0011-R2b-SM-5EQ5Z,SAMN02788746,Brain - Substantia nigra,41409700,929948,33045,,,,,,,,,,,,,,,,,,,,,
SRR1471922,GTEX-132Q8-0011-R5a-SM-5IJDM,SAMN02790995,Brain - Caudate (basal ganglia),43616986,872695,40550,,,,,,,,,,,,,,,,,,,,,
SRR1436106,GTEX-132Q8-0011-R7b-SM-5N9F1,SAMN02789530,Brain - Putamen (basal ganglia),141592301,4231637,205173,,,,,,,,,,,,,,,,,,,,,
SRR1468574,GTEX-132Q8-0011-R8b-SM-5DUWX,SAMN02789088,Brain - Hypothalamus,36127469,667353,26365,,,,,,,,,,,,,,,,,,,,,
SRR1420891,GTEX-132Q8-2926-SM-5IFFP,SAMN02793788,Brain - Cerebellum,43531149,1237033,50149,,,,,,,,,,,,,,,,,,,,,
SRR1338219,GTEX-132Q8-3026-SM-5PNVG,SAMN02789239,Brain - Cortex,46417119,900156,35385,,,,,,,,,,,,,,,,,,,,,
SRR1500537,GTEX-1399T-0011-R11a-SM-5J2O1,SAMN02792943,Brain - Cerebellar Hemisphere,43209097,1557962,86546,,,,,,,,,,,,,,,,,,,,,
SRR1476186,GTEX-1399T-0011-R1b-SM-5DUWN,SAMN02788347,Brain - Hippocampus,33389370,641350,25330,,,,,,,,,,,,,,,,,,,,,
SRR1399092,GTEX-1399T-0011-R2b-SM-5DUXM,SAMN02789299,Brain - Substantia nigra,35647707,698831,25417,,,,,,,1,1,1,1,1,,,,,,,,,,
SRR1397073,GTEX-1399T-0011-R4b-SM-5DUVX,SAMN02790999,Brain - Amygdala,32249068,767405,22770,,,,,,,,,,,,,,,,,,,,,
SRR1357189,GTEX-1399T-0011-R5b-SM-5IJDK,SAMN02791111,Brain - Caudate (basal ganglia),43535944,929709,41478,,,,,,,,,,,,,,,,,,,,,
SRR1313951,GTEX-1399T-0011-R6b-SM-5K7YL,SAMN02792246,Brain - Nucleus accumbens (basal ganglia),39894159,701882,51296,,,,,,,,,,,,,,,,,,,,,
SRR1319970,GTEX-1399T-0011-R8b-SM-5IJD8,SAMN02790943,Brain - Hypothalamus,42862298,935377,40130,,,,,,,,,,,,,,,,,,,,,
SRR1316815,GTEX-1399T-3026-SM-5KLZC,SAMN02788076,Brain - Cortex,49182611,1072948,73566,,,,,,,,,,,,,,,,,,,,,
SRR1338669,GTEX-1399T-3126-SM-5IJFS,SAMN02793517,Brain - Cerebellum,48334445,1535645,116734,,,,,,,,,,,,,,,,,,,,,
SRR1350525,GTEX-139T4-0011-R9b-SM-5HL6S,SAMN02791932,Brain - Spinal cord (cervical c-1),35169115,671215,28600,,,,,,,,,,,,,,,,,,,,,
SRR1334440,GTEX-139T8-0011-R1a-SM-5HL75,SAMN02793733,Brain - Hippocampus,38253893,793083,30823,,,,,,,,,,,,,,,,,,,,,
SRR1397906,GTEX-139T8-0011-R3b-SM-5HL4R,SAMN02792808,Brain - Anterior cingulate cortex (BA24),38300689,906456,31789,,,,,,,,,,,,,,,,,,,,,
SRR1442666,GTEX-139T8-0011-R4a-SM-5HL54,SAMN02793366,Brain - Amygdala,38454034,777317,30944,,,,,,,,,,,,,,,,,,,,,
SRR1339968,GTEX-139T8-0011-R5b-SM-5J1MO,SAMN02790237,Brain - Caudate (basal ganglia),51459053,1251358,104808,,,,,,,,,,,,,,,,,,,,,
SRR1312428,GTEX-139T8-1026-SM-5J2MC,SAMN02788776,Brain - Cortex,49401032,1205620,87315,,,,,,,,,,,,,,,,,,,,,
SRR1435293,GTEX-139TS-0011-R10a-SM-5K7TU,SAMN02788194,Brain - Frontal Cortex (BA9),51142650,1242547,106423,,,,,,,,,,,,,,,,,,,,,
SRR1330546,GTEX-139TS-0011-R2b-SM-5J1MX,SAMN02789017,Brain - Substantia nigra,62017392,1546185,121324,,,,,,,,,,,,,,,,,,,,,
SRR1417070,GTEX-139TS-0011-R5b-SM-5J2MZ,SAMN02792793,Brain - Caudate (basal ganglia),42424767,1204573,76877,,,,,,,,,,,,,,,,,,,,,
SRR1321552,GTEX-139TS-0011-R6a-SM-5J2OB,SAMN02789762,Brain - Nucleus accumbens (basal ganglia),52969149,1305821,96307,,,,,,,,,,,,,,,,,,,,,
SRR1476614,GTEX-139TS-0011-R7a-SM-5K7X7,SAMN02788323,Brain - Putamen (basal ganglia),49002963,685578,54940,,,,,,,,,,,,,,,,,,,,,
SRR1465337,GTEX-139TS-0011-R8a-SM-5J1NP,SAMN02791017,Brain - Hypothalamus,48799092,1518421,108631,,,,,,,,,,,,,,,,,,,,,
SRR1324452,GTEX-139TS-3126-SM-5LZWX,SAMN02789512,Brain - Cerebellum,45314713,1445108,58373,,,,,,,,,,,,,,,,,,,,,
SRR1441141,GTEX-139TT-0011-R11b-SM-5LZV1,SAMN02792975,Brain - Cerebellar Hemisphere,37893596,1118211,50818,,,,,,,,,,,,,,,,,,,,,
SRR1388305,GTEX-139TT-0011-R1a-SM-5LZVD,SAMN02787988,Brain - Hippocampus,38968887,907183,44729,,,,,,,,,,,,,,,,,,,,,
SRR1437306,GTEX-139TT-0011-R3b-SM-5K7VL,SAMN02789066,Brain - Anterior cingulate cortex (BA24),49431776,1196751,100845,,,,,,,,,,,,,,,,,,,,,
SRR1415095,GTEX-139TT-0011-R5b-SM-5K7W8,SAMN02791919,Brain - Caudate (basal ganglia),56001224,1173018,104110,,,,,,,,,,,,,,,,,,,,,
SRR1465114,GTEX-139TT-0011-R6b-SM-5J2ON,SAMN02792794,Brain - Nucleus accumbens (basal ganglia),57695871,1392896,95909,,,,,,,,,,,,,,,,,,,,,
SRR1445347,GTEX-139TT-0011-R7b-SM-5J2MN,SAMN02788826,Brain - Putamen (basal ganglia),43609658,1128911,80583,,,,,,,,,,,,,,,,,,,,,
SRR1331944,GTEX-139TT-2626-SM-5LZUB,SAMN02791679,Brain - Cerebellum,44170668,1276934,57211,,,,,,,,,,,,,,,,,,,,,
SRR1361795,GTEX-139TU-0011-R5b-SM-5L3E1,SAMN02791874,Brain - Caudate (basal ganglia),63147047,1121674,63320,,,,,,,,,,,,,,,,,,,,,
SRR1350220,GTEX-139UC-0011-R11a-SM-5KM3J,SAMN02787422,Brain - Cerebellar Hemisphere,39702688,744828,49575,,,,,,,,,,,,,,,,,,,,,
SRR1318426,GTEX-139UC-0011-R3b-SM-5K7VZ,SAMN02792394,Brain - Anterior cingulate cortex (BA24),56821531,1278923,116412,,,,,,,,,,,,,,,,,,,,,
SRR1322419,GTEX-139UC-0011-R4a-SM-5K7XM,SAMN02791806,Brain - Amygdala,35186355,591109,47574,,,,,,,,,,,,,,,,,,,,,
SRR1474466,GTEX-139UC-0011-R5b-SM-5K7VY,SAMN02792169,Brain - Caudate (basal ganglia),47641221,1063209,92666,,,,,,,,,,,,,,,,,,,,,
